APM,PrecisionRelativa,IndiceCobertura,IndicePostDano,IET,DistanciaPromedio,VarianzaDistancia,Clase
114.00,0.2105,0.0000,0.0000,16.0628,6.0972,7.4547,2
84.00,0.2143,0.6053,0.0000,2.9501,10.2379,15.6671,3
30.00,0.2000,0.6761,1.0000,0.7325,12.2664,9.0055,0
78.00,0.1538,0.7026,1.0000,1.6201,13.3183,11.6438,3
138.00,0.5652,0.0000,0.0000,21.8587,5.3133,4.8842,2
30.00,0.2000,0.5721,1.0000,0.9383,12.6816,19.4243,0
30.00,0.2000,0.6657,0.0000,0.8749,10.4612,9.4120,0
114.00,0.9474,0.0105,0.0000,38.9954,1.8928,0.1308,1
150.00,0.2800,0.0000,0.0000,21.2545,6.0573,11.1900,2
48.00,0.1250,0.6913,0.0000,0.9109,15.2661,16.2307,3
30.00,0.2000,0.7087,1.0000,0.6136,13.2424,12.6033,0
102.00,0.6471,0.0108,0.0000,38.9754,1.5887,0.1660,1
138.00,0.2174,0.0000,0.0000,24.7523,4.5752,2.1764,2
60.00,0.2000,0.6652,1.0000,1.5712,11.7849,10.1148,3
42.00,0.1429,0.6692,0.0000,1.2254,10.3375,7.0045,0
54.00,0.6667,0.0122,0.0000,21.2399,1.5113,0.1644,1
96.00,0.5000,0.0000,0.0000,18.6104,4.1584,4.1274,2
84.00,0.2143,0.6319,0.0000,2.6405,10.7106,16.6335,3
36.00,0.3333,0.6445,1.0000,1.2146,9.5369,6.6552,0
90.00,0.8667,0.0200,0.0000,30.5207,1.8899,0.1684,1
90.00,0.2667,0.0000,0.0000,15.5049,4.8046,7.4515,2
42.00,0.0000,0.6262,0.0000,1.1396,12.7746,17.1808,3
30.00,0.2000,0.7078,1.0000,0.6742,12.0024,11.6630,3
114.00,0.9474,0.0200,0.0000,39.4625,1.8312,0.1279,1
120.00,0.4500,0.0000,0.0000,29.3470,3.0890,2.5997,2
78.00,0.6923,0.1735,0.0000,7.4987,7.5971,19.3765,3
36.00,0.0000,0.7048,0.0000,0.8823,11.0435,5.1836,0
84.00,1.0000,0.0110,0.0000,29.2789,1.8373,0.1384,1
108.00,0.9444,0.0000,0.0000,42.6174,1.5342,0.1944,1
54.00,0.2222,0.6906,0.0000,1.4107,10.8445,9.1123,3
36.00,0.1667,0.6073,1.0000,0.9498,13.8842,14.1934,0
96.00,0.8125,0.0108,0.0000,36.3546,1.6121,0.1997,1
120.00,0.9500,0.0000,0.0000,41.3587,1.9014,0.1103,1
48.00,0.1250,0.6541,0.0000,1.0985,14.1147,22.7489,3
42.00,0.1429,0.6972,0.0000,1.1007,10.5545,8.1100,0
114.00,0.7895,0.0111,0.0000,41.7139,1.7025,0.1863,1
120.00,0.7000,0.0925,0.0000,15.7177,5.9287,10.9006,2
66.00,0.1818,0.6461,0.0000,2.3760,8.8298,8.1918,3
36.00,0.1667,0.6777,1.0000,0.7802,13.8700,15.9918,0
90.00,0.8667,0.0124,0.0000,32.8037,1.7096,0.1773,1
174.00,0.4483,0.0000,0.0000,24.2523,6.1746,11.2611,2
60.00,0.1000,0.7164,0.0000,1.5452,10.0106,5.4706,3
36.00,0.1667,0.7091,0.0000,0.9382,10.1637,8.0104,0
66.00,1.0000,0.0111,0.0000,23.2382,1.8086,0.1585,1
78.00,0.6923,0.0000,0.0000,13.7120,4.6884,4.7963,2
60.00,0.2000,0.6621,0.0000,1.8896,9.7303,8.6866,3
36.00,0.1667,0.7027,1.0000,0.8188,12.0712,12.6782,0
72.00,0.5000,0.0205,0.0000,18.8548,2.7404,1.3968,2
120.00,0.5500,0.0000,0.0000,35.9327,2.3396,1.8118,2
42.00,0.5714,0.2370,1.0000,2.8393,10.2865,20.0680,3
30.00,0.2000,0.6326,0.0000,0.9200,10.9789,9.0854,0
108.00,0.8333,0.0114,0.0000,37.6591,1.8352,0.1112,1
174.00,0.0690,0.0000,0.0000,35.9506,3.8400,1.6594,2
60.00,0.2000,0.6922,1.0000,1.4307,11.9098,8.9754,3
30.00,0.0000,0.6988,1.0000,0.7036,11.8436,8.4297,0
102.00,0.9412,0.0113,0.0000,36.0473,1.7978,0.1195,1
120.00,0.4000,0.0000,0.0000,26.5817,3.5144,2.1494,2
54.00,0.3333,0.6206,0.0000,2.0135,9.1753,10.1432,3
36.00,0.3333,0.7107,0.0000,0.6743,14.4472,20.6927,0
96.00,1.0000,0.0000,0.0000,35.2447,1.7238,0.1807,1
114.00,0.2632,0.0000,0.0000,20.1529,4.6567,3.8719,2
66.00,0.1818,0.7385,1.0000,1.3427,11.8533,5.1220,3
126.00,0.2857,0.0102,0.0000,17.9721,5.9391,11.8636,2
138.00,0.7826,0.0000,0.0000,52.6599,1.6206,0.1660,1
138.00,0.4348,0.0000,0.0000,29.1275,3.7378,2.4564,2
66.00,0.1818,0.7363,0.0000,1.3606,11.7934,7.3421,3
30.00,0.2000,0.7375,0.0000,0.6386,11.3315,10.0288,0
96.00,0.6250,0.0000,0.0000,35.8764,1.6759,0.1587,1
126.00,0.2857,0.0000,0.0000,18.2609,5.9000,20.2862,2
78.00,0.7692,0.0000,0.0000,28.8077,1.7076,0.2330,1
42.00,0.1429,0.6638,1.0000,0.9333,14.1292,14.8198,0
114.00,0.7895,0.0000,0.0000,40.4041,1.8215,0.1632,1
114.00,0.5789,0.0000,0.0000,23.6560,3.8191,2.4458,2
60.00,0.1000,0.7061,0.0000,1.3497,12.0644,9.0018,3
36.00,0.3333,0.6005,0.0000,1.1630,11.3661,20.6775,0
96.00,0.8750,0.0000,0.0000,32.8219,1.9249,0.0991,1
102.00,0.5294,0.0000,0.0000,21.2324,3.8040,1.9779,2
66.00,0.1818,0.6108,1.0000,2.1230,11.1003,15.9723,3
42.00,0.1429,0.6800,0.0000,1.0202,12.1733,11.9279,0
84.00,0.9286,0.0000,0.0000,29.7894,1.8198,0.1315,1
144.00,0.5000,0.0000,0.0000,42.9326,2.3541,1.2429,2
42.00,0.1429,0.7118,0.0000,0.8573,13.1188,12.7731,3
42.00,0.1429,0.6454,1.0000,1.6212,8.1865,9.1330,0
96.00,0.8125,0.0000,0.0000,35.3945,1.7123,0.1756,1
96.00,0.5000,0.0000,0.0000,20.7175,3.6338,2.1466,2
54.00,0.2222,0.5954,1.0000,1.9610,10.1417,13.8603,3
78.00,0.3846,0.2399,1.0000,4.7644,11.4433,11.4250,3
90.00,0.6667,0.0198,0.0000,33.8831,1.6036,0.1728,1
96.00,0.5625,0.0000,0.0000,27.8159,2.4513,1.5634,2
60.00,0.2000,0.7075,0.0000,1.4180,11.3767,8.8113,3
30.00,0.2000,0.6982,0.0000,0.7578,10.9480,13.1392,0
78.00,0.9231,0.0000,0.0000,28.9443,1.6948,0.2450,1
138.00,0.1739,0.0000,0.0000,21.5529,5.4029,7.2496,2
60.00,0.1000,0.7313,0.0000,1.1524,12.9905,12.2758,3
36.00,0.1667,0.6246,1.0000,1.2496,9.8162,12.4421,0
114.00,1.0000,0.0000,0.0000,48.0570,1.3722,0.0510,1
102.00,0.7059,0.0000,0.0000,25.6660,2.9741,0.4498,2
54.00,0.1111,0.7072,0.0000,1.2085,12.0813,8.2703,3
30.00,0.2000,0.7012,0.0000,0.5729,14.6474,16.9631,0
108.00,0.8889,0.0000,0.0000,40.7556,1.6499,0.2032,1
30.00,0.2000,0.6803,0.0000,0.7582,11.6509,14.2469,0
60.00,0.2000,0.7113,1.0000,1.2638,12.7042,12.5268,3
42.00,0.2857,0.5504,1.0000,1.5995,10.8059,12.4838,0
96.00,0.6875,0.0000,0.0000,34.8018,1.7585,0.2227,1
132.00,0.4091,0.0000,0.0000,21.0241,5.2785,13.3185,2
60.00,0.1000,0.7241,0.0000,1.1820,13.0033,12.1704,3
108.00,0.8333,0.0000,0.0000,38.5318,1.8029,0.1784,1
90.00,0.8667,0.0000,0.0000,40.2452,1.2363,0.1160,1
78.00,0.2308,0.0000,0.0000,14.5684,4.3541,6.0802,2
30.00,0.0000,0.7187,1.0000,0.5855,13.4127,13.6950,0
36.00,0.1667,0.6698,1.0000,0.9869,11.0471,8.8074,0
108.00,0.7222,0.0197,0.0000,39.9990,1.6469,0.1543,1
90.00,0.4667,0.0000,0.0000,19.5851,3.5953,4.3898,2
66.00,0.0909,0.6243,1.0000,1.9886,11.4704,23.5967,3
30.00,0.2000,0.7033,0.0000,0.6904,11.8942,7.7603,0
90.00,0.8000,0.0194,0.0000,31.7378,1.7806,0.1803,1
138.00,0.5217,0.0000,0.0000,41.8523,2.2973,1.1963,2
60.00,0.8000,0.1873,0.0000,4.9906,8.7710,21.6871,3
30.00,0.0000,0.7248,1.0000,0.5583,13.7870,16.7757,0
108.00,0.9444,0.0000,0.0000,38.7457,1.7874,0.1378,1
96.00,0.3125,0.0000,0.0000,14.9269,5.4313,8.0978,2
78.00,0.1538,0.7117,0.0000,1.6565,12.5750,10.7732,3
36.00,0.1667,0.6999,0.0000,0.7031,14.3667,20.2889,0
114.00,0.8947,0.0000,0.0000,43.8837,1.5978,0.1902,1
138.00,0.3043,0.0000,0.0000,30.9431,3.4598,1.3742,2
42.00,0.1429,0.7259,1.0000,0.9709,10.8580,6.3030,3
42.00,0.1429,0.6652,1.0000,1.0228,12.7482,28.7995,0
114.00,0.7895,0.0106,0.0000,40.2447,1.8026,0.1434,1
138.00,0.9130,0.0000,0.0000,47.6225,1.8978,0.0734,1
120.00,0.8500,0.0000,0.0000,43.2669,1.7735,0.1510,1
36.00,0.1667,0.6845,0.0000,0.7847,13.4738,16.7863,0
102.00,1.0000,0.0000,0.0000,36.3762,1.8040,0.1413,1
126.00,0.2857,0.0000,0.0000,25.8133,3.8812,4.8891,2
42.00,0.1429,0.6749,1.0000,0.9691,13.0918,13.1889,3
36.00,0.0000,0.6639,1.0000,0.8761,12.8088,17.6635,0
108.00,0.7778,0.0000,0.0000,38.6707,1.7928,0.1544,1
102.00,0.4118,0.0000,0.0000,18.1870,4.6084,7.9479,2
48.00,0.1250,0.6951,0.0000,1.0420,13.0450,14.8681,3
42.00,0.2857,0.6103,0.0000,1.6503,8.9188,7.9563,0
114.00,0.9474,0.0000,0.0000,49.6765,1.2948,0.1632,1
138.00,0.5217,0.0641,0.0000,20.0522,5.4406,8.0812,2
66.00,0.6364,0.1836,1.0000,5.0877,9.5906,13.0744,3
30.00,0.2000,0.6267,0.0000,1.1416,8.8084,8.9120,0
90.00,0.7333,0.0113,0.0000,31.4428,1.8301,0.1418,1
174.00,0.2069,0.0000,0.0000,23.6329,6.3626,6.4307,2
66.00,0.0909,0.6936,0.0000,1.7596,10.4937,7.9030,3
36.00,0.1667,0.5864,1.0000,1.0297,13.4616,14.8654,0
102.00,0.8824,0.0195,0.0000,34.9927,1.8581,0.1155,1
36.00,0.0000,0.7066,1.0000,0.8415,11.5523,9.0842,0
66.00,0.0909,0.7022,0.0000,1.5765,11.4674,8.2248,3
102.00,0.5294,0.0000,0.0000,17.6038,4.7942,10.2504,2
114.00,0.8947,0.0000,0.0000,40.6894,1.8017,0.1576,1
126.00,1.0000,0.0000,0.0000,46.2023,1.7271,0.1323,1
54.00,0.2222,0.6815,0.0000,1.5239,10.2860,7.6047,3
42.00,0.1429,0.6307,0.0000,1.2219,11.6948,13.7426,0
96.00,0.8125,0.0195,0.0000,36.3781,1.5875,0.1910,1
78.00,0.2308,0.0000,0.0000,20.4073,2.8222,2.5510,2
72.00,0.1667,0.7192,0.0000,1.6907,10.9575,5.3564,3
36.00,0.0000,0.6786,1.0000,0.9345,11.3813,9.3658,0
126.00,0.9524,0.0113,0.0000,46.9627,1.6525,0.2129,1
150.00,0.3600,0.0000,0.0000,23.6037,5.3549,9.8360,2
36.00,0.1667,0.6873,0.0000,0.8070,12.9511,13.8092,0
108.00,0.2222,0.0000,0.0000,21.3087,4.0683,3.4994,2
90.00,0.8667,0.0000,0.0000,35.8503,1.5104,0.1682,1
96.00,0.3125,0.0000,0.0000,20.8420,3.6061,4.3312,2
48.00,0.7500,0.0928,1.0000,4.1154,9.5809,18.8398,3
42.00,0.0000,0.7260,1.0000,0.9592,10.9971,8.0313,0
90.00,1.0000,0.0110,0.0000,33.0901,1.6900,0.2110,1
138.00,0.3913,0.0000,0.0000,25.7775,4.3535,7.1446,2
72.00,0.1667,0.7372,0.0000,1.5076,11.5527,8.1518,3
36.00,0.0000,0.6975,0.0000,0.8748,11.4493,10.8831,0
66.00,0.1818,0.7084,0.0000,1.2740,14.1071,16.4615,3
138.00,0.3478,0.0108,0.0000,32.6493,3.1810,0.8488,2
102.00,0.4118,0.0000,0.0000,12.8294,6.9505,17.5288,2
102.00,0.9412,0.0000,0.0000,35.6561,1.8607,0.1229,1
114.00,1.0000,0.0000,0.0000,44.5582,1.5585,0.2860,1
96.00,0.3750,0.1297,1.0000,8.1379,9.2662,23.0876,2
60.00,0.2000,0.6114,1.0000,2.1019,10.0921,14.8984,3
36.00,0.1667,0.6417,1.0000,1.2733,9.1293,12.5308,0
114.00,0.9474,0.0000,0.0000,41.9085,1.7202,0.2266,1
126.00,0.4286,0.0000,0.0000,31.3419,3.0202,2.2751,2
48.00,0.1250,0.7266,0.0000,0.9806,12.3818,11.3765,3
36.00,0.1667,0.6911,0.0000,0.8869,11.5399,12.4040,0
108.00,0.8889,0.0000,0.0000,38.3353,1.8172,0.1564,1
84.00,0.0714,0.6861,1.0000,2.1537,11.2436,11.4162,3
60.00,0.7000,0.0682,0.5000,6.1986,8.0191,21.3154,3
102.00,0.5294,0.0000,0.0000,28.4024,2.5912,0.9925,2
84.00,0.7857,0.0000,0.0000,32.5428,1.5812,0.2252,1
78.00,0.4615,0.0000,0.0000,17.3007,3.5085,7.2757,2
48.00,0.1250,0.6999,0.0000,0.9961,13.4598,11.7092,3
102.00,0.4118,0.0110,0.0000,24.3396,3.1446,1.4420,2
102.00,0.9412,0.0000,0.0000,34.6190,1.9464,0.0622,1
54.00,0.2222,0.6526,0.0000,1.6639,10.2731,10.5355,3
66.00,0.5455,0.0839,0.5000,6.1909,8.7661,14.9033,3
30.00,0.4000,0.5778,0.0000,1.0298,11.2995,24.7848,0
108.00,0.8333,0.0000,0.0000,39.4426,1.7382,0.1865,1
162.00,0.4815,0.0636,0.0000,23.8452,5.3615,5.1757,2
60.00,0.9000,0.0336,0.0000,6.4962,7.9258,23.6825,3
30.00,0.0000,0.7508,0.0000,0.6136,11.1818,10.7485,0
132.00,1.0000,0.0000,0.0000,48.2338,1.7367,0.1799,1
168.00,0.2500,0.0000,0.0000,17.5204,8.5888,16.8707,2
78.00,0.1538,0.6364,1.0000,2.3929,10.8518,9.9182,3
30.00,0.0000,0.7010,0.0000,0.5846,14.3421,24.5401,0
114.00,0.7895,0.0000,0.0000,39.7071,1.8710,0.1238,1
138.00,0.3043,0.0000,0.0000,26.2364,4.2599,5.0980,2
114.00,1.0000,0.0000,0.0000,40.4403,1.8190,0.1027,1
30.00,0.0000,0.6903,0.0000,0.6540,13.2077,14.6598,0
102.00,0.8235,0.0000,0.0000,36.4389,1.7992,0.2098,1
54.00,0.1111,0.7153,0.0000,1.2866,10.9481,12.7673,3
48.00,0.1250,0.6636,0.0000,1.1083,13.5699,11.3430,3
30.00,0.2000,0.6248,1.0000,0.8037,13.0050,28.4536,0
36.00,0.1667,0.6449,0.0000,0.8369,14.2764,25.2392,0
108.00,0.2222,0.0000,0.0000,19.6791,4.4881,6.6873,2
54.00,0.2222,0.7174,1.0000,1.2847,10.8807,8.7341,3
36.00,0.0000,0.7378,0.0000,0.8173,10.5486,8.5173,0
90.00,0.8667,0.0103,0.0000,37.2210,1.3930,0.1075,1
78.00,0.1538,0.7073,0.0000,1.4618,14.6186,16.7514,3
48.00,0.1250,0.6089,0.0000,1.4040,12.3722,35.1063,3
30.00,0.2000,0.5859,0.0000,1.0710,10.5995,15.6116,0
120.00,0.7500,0.0102,0.0000,43.5196,1.7292,0.1332,1
138.00,0.3478,0.0000,0.0000,26.9013,4.1299,3.4048,2
66.00,0.1818,0.7015,1.0000,1.3029,14.1235,14.2602,3
36.00,0.1667,0.7098,0.0000,0.8998,10.6126,9.3791,0
120.00,0.8000,0.0000,0.0000,44.1039,1.7209,0.1785,1
174.00,0.5517,0.1114,0.0000,24.6075,5.2834,21.8450,2
96.00,1.0000,0.0000,0.0000,34.4359,1.7878,0.1998,1
42.00,0.1429,0.7265,0.0000,0.9656,10.8961,8.8219,0
90.00,0.1333,0.6806,1.0000,2.0812,12.8138,14.7455,3
138.00,0.4348,0.0704,0.0000,21.2018,5.0503,8.2765,2
78.00,0.1538,0.6719,0.0000,1.9252,12.2917,10.0456,3
30.00,0.2000,0.6651,0.0000,0.7234,12.8867,15.1491,0
60.00,0.9000,0.0000,0.0000,21.5497,1.7843,0.1697,1
174.00,0.2414,0.0000,0.0000,36.9871,3.7043,2.7574,2
48.00,0.5000,0.4840,0.0000,2.1838,10.3415,9.0253,3
96.00,0.9375,0.0000,0.0000,34.3368,1.7958,0.1342,1
126.00,0.9048,0.0000,0.0000,45.9765,1.7405,0.1984,1
102.00,0.2353,0.0589,0.5000,15.4156,5.2272,10.0678,2
30.00,0.2000,0.6729,1.0000,0.6571,13.9325,19.1770,3
30.00,0.0000,0.5884,0.0000,0.8808,13.0191,18.7077,0
78.00,0.9231,0.0000,0.0000,27.2485,1.8625,0.1088,1
138.00,0.4348,0.0000,0.0000,20.4893,5.7352,6.5104,2
30.00,0.2000,0.7112,0.0000,0.6280,12.7989,13.1817,0
60.00,0.2000,0.7124,1.0000,1.1447,14.0745,13.2705,3
72.00,0.8333,0.0108,0.0000,25.1775,1.8288,0.1359,1
138.00,0.6957,0.0000,0.0000,45.7662,2.0153,1.6772,2
48.00,0.1250,0.6424,0.0000,1.5000,10.4431,9.7582,3
36.00,0.1667,0.6730,0.0000,0.9952,10.8275,8.9997,0
78.00,1.0000,0.0000,0.0000,27.9246,1.7932,0.1948,1
78.00,0.6923,0.0000,0.0000,29.9167,1.6072,0.2155,1
54.00,0.1111,0.7066,0.0000,1.2080,12.1148,10.8380,3
174.00,0.5517,0.0196,0.0000,48.5041,2.5172,0.8340,2
120.00,0.9500,0.0000,0.0000,42.6201,1.8156,0.0792,1
114.00,0.4737,0.0000,0.0000,32.4289,2.5154,1.5802,2
54.00,0.2222,0.7199,0.0000,1.2439,11.1587,7.6704,3
24.00,0.0000,0.6788,0.0000,0.7430,9.3744,5.1036,0
108.00,0.8333,0.0129,0.0000,40.1150,1.6575,0.2545,1
144.00,0.2917,0.0000,0.0000,20.4231,6.0508,9.4074,2
48.00,0.3750,0.6021,1.0000,1.6425,10.6284,20.1515,3
36.00,0.1667,0.6808,1.0000,0.9575,11.0021,10.1980,0
78.00,0.8462,0.0108,0.0000,27.3630,1.8197,0.1435,1
102.00,0.3529,0.0000,0.0000,11.9474,7.5375,15.3834,2
54.00,0.2222,0.6317,0.0000,1.8641,9.6695,11.0595,3
36.00,0.1667,0.6337,1.0000,1.0429,11.6427,8.4117,0
96.00,1.0000,0.0111,0.0000,35.3695,1.6841,0.2136,1
120.00,0.3500,0.0000,0.0000,23.5215,4.1017,8.1091,2
48.00,0.2500,0.5633,0.0000,1.6837,11.4494,30.7242,3
162.00,0.5926,0.0101,0.0000,35.5735,3.5082,4.3194,2
90.00,0.9333,0.0000,0.0000,31.6807,1.8408,0.1627,1
114.00,0.4737,0.0000,0.0000,30.5860,2.7272,2.7524,2
78.00,0.9231,0.0000,0.0000,30.1394,1.5880,0.2435,1
120.00,0.6500,0.0000,0.0000,29.5269,3.0641,4.7964,2
96.00,1.0000,0.0000,0.0000,33.1149,1.8990,0.1156,1
48.00,0.1250,0.6649,0.0000,1.2046,12.3548,17.4825,0
48.00,0.8750,0.1108,1.0000,3.4210,11.4772,12.1378,3
126.00,0.9048,0.0000,0.0000,47.8960,1.6307,0.2430,1
108.00,0.8333,0.0000,0.0000,42.7811,1.5245,0.2122,1
132.00,0.3182,0.0000,0.0000,22.2933,4.9211,3.2890,2
36.00,0.1667,0.6998,0.0000,0.7148,14.1182,17.5897,0
30.00,0.0000,0.6045,0.0000,1.1458,9.3564,17.7468,0
84.00,0.8571,0.0101,0.0000,29.4506,1.8233,0.1709,1
120.00,0.1500,0.0000,0.0000,17.4132,5.8913,4.8180,2
60.00,0.2000,0.6274,0.0000,2.2238,9.0545,13.0035,3
36.00,0.1667,0.6354,1.0000,1.0595,11.3902,23.9830,0
60.00,1.0000,0.0108,0.0000,20.1787,1.9412,0.0148,1
138.00,0.1739,0.0000,0.0000,18.0529,6.6442,18.7498,2
30.00,0.2000,0.5744,0.0000,1.1700,9.9139,19.3800,3
30.00,0.4000,0.6426,0.0000,0.8110,12.2208,16.5296,0
96.00,0.6250,0.0000,0.0000,35.7999,1.6816,0.2102,1
138.00,0.3913,0.0848,1.0000,19.0363,5.6348,12.2896,2
102.00,0.5882,0.0000,0.0000,19.8377,4.1417,7.1163,2
30.00,0.2000,0.5898,1.0000,1.1735,9.4861,14.0353,0
96.00,1.0000,0.0107,0.0000,34.8912,1.7220,0.0961,1
144.00,0.5833,0.0000,0.0000,27.7803,4.1835,4.8471,2
30.00,0.2000,0.6328,0.0000,0.8925,11.3432,10.1666,3
102.00,0.8824,0.0000,0.0000,35.6966,1.8574,0.1841,1
114.00,0.8947,0.0000,0.0000,40.8630,1.7898,0.1219,1
108.00,0.5000,0.0000,0.0000,20.5317,4.2602,3.5671,2
84.00,0.6429,0.0000,0.0000,32.6717,1.5710,0.2429,1
30.00,0.0000,0.7312,0.0000,0.5795,12.9192,14.7536,0
102.00,0.7647,0.0110,0.0000,37.9246,1.6601,0.0318,1
114.00,0.1579,0.0000,0.0000,17.3524,5.5697,7.9124,2
60.00,0.7000,0.1236,1.0000,4.9126,9.7043,13.9319,3
30.00,0.0000,0.6658,0.0000,0.7106,13.1097,19.1412,0
126.00,0.8095,0.0124,0.0000,44.1722,1.8172,0.1621,1
114.00,0.2632,0.0000,0.0000,29.5147,2.8625,4.2087,2
42.00,0.1429,0.6567,1.0000,0.9459,14.2444,22.8569,3
36.00,0.1667,0.7053,0.0000,1.0078,9.5274,6.8102,0
114.00,0.7895,0.0103,0.0000,39.1782,1.8799,0.1736,1
114.00,0.2632,0.0000,0.0000,11.3918,9.0072,14.6104,2
60.00,0.2000,0.7389,0.0000,1.1150,13.0479,9.8620,3
66.00,0.3636,0.5187,0.0000,2.8984,9.9601,13.5720,3
114.00,1.0000,0.0000,0.0000,39.6685,1.8738,0.0917,1
120.00,0.5000,0.0000,0.0000,30.1394,2.9815,1.8266,2
60.00,0.2000,0.6783,1.0000,1.6580,10.6425,9.6775,3
36.00,0.1667,0.7210,1.0000,0.7129,13.0904,14.1989,0
48.00,0.1250,0.6970,1.0000,1.0554,12.7795,12.0057,3
126.00,0.4286,0.0107,0.0000,22.1165,4.6359,5.8883,2
36.00,0.3333,0.6130,1.0000,1.2742,9.9341,12.2862,0
24.00,0.0000,0.7086,0.0000,0.5566,11.5638,11.3106,0
90.00,0.7333,0.0000,0.0000,34.8306,1.5839,0.2391,1
120.00,0.5000,0.0000,0.0000,31.0602,2.8635,1.3337,2
72.00,0.1667,0.6997,1.0000,1.6326,12.2414,7.2883,3
30.00,0.2000,0.6380,1.0000,0.8753,11.4083,9.0962,0
144.00,0.8333,0.0137,0.0000,52.5684,1.7018,0.2446,1
72.00,0.1667,0.6694,0.0000,1.5929,13.9453,15.3889,3
66.00,0.1818,0.6919,0.0000,1.5755,11.9052,10.2259,3
144.00,0.7083,0.0000,0.0000,36.0804,2.9911,3.9214,2
78.00,0.9231,0.0000,0.0000,27.6848,1.8174,0.1112,1
96.00,0.5000,0.1754,1.0000,8.6350,8.1672,9.3140,2
78.00,0.1538,0.7365,1.0000,1.5630,12.1499,7.1969,3
36.00,0.1667,0.7036,1.0000,0.7452,13.3193,11.1307,0
60.00,0.9000,0.0278,0.0000,20.5793,1.8346,0.1475,1
72.00,0.0833,0.0000,0.0000,11.0278,5.5289,7.5255,2
30.00,0.2000,0.6787,0.0000,0.7647,11.6033,8.1059,3
54.00,1.0000,0.0108,0.0000,21.8925,1.4400,0.1449,1
90.00,0.9333,0.0000,0.0000,31.0412,1.8994,0.0770,1
30.00,0.4000,0.6383,1.0000,0.7079,14.3283,20.3362,0
36.00,0.1667,0.6485,1.0000,0.8710,13.5277,15.1657,3
36.00,0.1667,0.7172,1.0000,0.6519,14.6190,25.5773,0
90.00,0.9333,0.0195,0.0000,32.5838,1.7082,0.1186,1
102.00,0.6471,0.0000,0.0000,25.1224,3.0601,3.3146,2
144.00,0.5000,0.0000,0.0000,22.9634,5.2709,4.6669,2
30.00,0.2000,0.6836,0.0000,0.6820,12.9166,18.5246,0
84.00,0.7143,0.0000,0.0000,29.3027,1.8666,0.1397,1
96.00,0.4375,0.0000,0.0000,22.7571,3.2185,3.5684,2
66.00,0.1818,0.7499,0.0000,1.2865,11.8324,8.4860,3
36.00,0.1667,0.6103,0.0000,1.0901,11.8713,10.7391,0
36.00,0.1667,0.6569,1.0000,0.8683,13.2239,14.8399,0
120.00,0.1500,0.0291,0.0000,19.6456,4.9303,3.5154,2
66.00,0.5455,0.1821,1.0000,6.8590,6.8702,11.5441,3
30.00,0.2000,0.6932,0.0000,0.7957,10.5664,9.5622,0
120.00,0.9000,0.0204,0.0000,43.6640,1.6921,0.2562,1
72.00,0.1667,0.0000,0.0000,10.7475,5.6993,11.5236,2
60.00,0.0000,0.7087,1.0000,1.4964,10.6799,4.8157,3
36.00,0.1667,0.7330,1.0000,0.5929,15.2125,19.4981,0
114.00,0.8421,0.0247,0.0000,39.3921,1.8226,0.1455,1
30.00,0.0000,0.7203,0.0000,0.6284,12.3511,11.4477,0
78.00,0.5385,0.0200,0.0000,22.3306,2.4230,0.4012,2
30.00,0.2000,0.6587,0.0000,0.8470,11.0872,13.7494,0
120.00,0.9500,0.0000,0.0000,41.4898,1.8923,0.1047,1
138.00,0.3043,0.0000,0.0000,25.2094,4.4741,6.4313,2
66.00,0.0909,0.7240,1.0000,1.5946,10.4219,7.8673,3
36.00,0.1667,0.7059,1.0000,0.8471,11.4971,10.1318,0
30.00,0.2000,0.5836,1.0000,0.8085,14.4509,18.3424,0
126.00,0.4286,0.0977,0.0000,20.5253,4.5390,10.0398,2
108.00,1.0000,0.0000,0.0000,37.7830,1.8584,0.1005,1
30.00,0.2000,0.6506,0.0000,0.8855,10.8390,17.2049,0
114.00,1.0000,0.0110,0.0000,41.7724,1.6991,0.1832,1
138.00,0.3478,0.0000,0.0000,20.2652,5.8097,12.9745,2
90.00,0.2000,0.6379,0.0000,2.5177,11.9446,15.9994,3
120.00,1.0000,0.0000,0.0000,41.6690,1.8798,0.0894,1
114.00,0.8421,0.0000,0.0000,40.2788,1.8303,0.1489,1
144.00,0.3750,0.0000,0.0000,44.4439,2.2400,1.1746,2
48.00,0.2500,0.6701,0.0000,1.2580,11.5872,16.9194,3
30.00,0.2000,0.6694,0.0000,0.8367,10.8531,14.4290,0
102.00,0.9412,0.0105,0.0000,39.5356,1.5529,0.2255,1
48.00,0.1250,0.6968,1.0000,1.0782,12.4976,9.7203,3
30.00,0.2000,0.7014,1.0000,0.6930,11.9283,16.0855,0
36.00,0.1667,0.6776,1.0000,0.9595,11.0976,9.1779,0
78.00,1.0000,0.0100,0.0000,28.1353,1.7446,0.1885,1
102.00,0.5882,0.0000,0.0000,31.8223,2.2053,0.7739,2
60.00,0.2000,0.6248,0.0000,1.7985,11.5168,9.8941,3
36.00,0.1667,0.6906,0.0000,0.8172,12.6306,9.3607,0
72.00,0.8333,0.0116,0.0000,24.6407,1.8882,0.1324,1
126.00,0.3810,0.0000,0.0000,22.4199,4.6200,6.0934,2
54.00,0.2222,0.6970,0.0000,1.3043,11.5449,12.7889,3
36.00,0.1667,0.7054,0.0000,0.9246,10.4717,10.7230,0
